Index,File,Nodes,NumLayers,NumEdges,EdgeDensity,AvgNodesPerLayer,AvgEdgesPerLayer
27,Rome-Lib/graficon12nodi/grafo888.12,14,4,15,0.3333333333333333,3.5,5.0
28,north/g.11.73.graphml,14,7,16,0.5925925925925926,2.0,2.6666666666666665
29,Rome-Lib/graficon10nodi/grafo2111.10,16,5,22,0.4782608695652174,3.2,5.5
30,Rome-Lib/graficon11nodi/grafo685.11,13,4,13,0.35135135135135137,3.25,4.333333333333333
31,Rome-Lib/graficon11nodi/grafo2433.11,13,7,13,0.5652173913043478,1.8571428571428572,2.1666666666666665
32,Rome-Lib/graficon12nodi/grafo756.12,12,7,11,0.6111111111111112,1.7142857142857142,1.8333333333333333
33,Rome-Lib/graficon16nodi/grafo366.16,17,6,17,0.3333333333333333,2.8333333333333335,3.4
34,Rome-Lib/graficon12nodi/grafo666.12,17,5,19,0.3392857142857143,3.4,4.75
35,Rome-Lib/graficon15nodi/grafo780.15,19,5,21,0.3,3.8,5.25
36,north/g.15.11.graphml,19,8,20,0.5882352941176471,2.375,2.857142857142857
37,Rome-Lib/graficon15nodi/grafo965.15,17,6,17,0.37777777777777777,2.8333333333333335,3.4
38,Rome-Lib/graficon10nodi/grafo466.10,12,5,12,0.48,2.4,3.0
39,Rome-Lib/graficon11nodi/grafo2964.11,19,8,20,0.425531914893617,2.375,2.857142857142857
40,north/g.14.16.graphml,14,4,13,0.2708333333333333,3.5,4.333333333333333
41,Rome-Lib/graficon11nodi/grafo2139.11,15,5,20,0.4444444444444444,3.0,5.0
42,Rome-Lib/graficon11nodi/grafo3097.11,14,7,15,0.5,2.0,2.5
43,north/g.12.121.graphml,15,5,21,0.4666666666666667,3.0,5.25
44,north/g.12.45.graphml,14,5,14,0.35,2.8,3.5
45,north/g.18.34.graphml,19,9,22,0.4782608695652174,2.111111111111111,2.75
46,Rome-Lib/graficon14nodi/grafo285.14,18,5,22,0.3333333333333333,3.6,5.5
47,north/g.16.55.graphml,16,4,17,0.3695652173913043,4.0,5.666666666666667
48,north/g.10.74.graphml,12,5,14,0.4666666666666667,2.4,3.5
49,Rome-Lib/graficon13nodi/grafo530.13,14,4,14,0.3181818181818182,3.5,4.666666666666667
50,Rome-Lib/graficon20nodi/grafo755.20,28,7,29,0.23015873015873015,4.0,4.833333333333333
51,Rome-Lib/graficon17nodi/grafo1794.17,22,6,25,0.25252525252525254,3.6666666666666665,5.0
52,north/g.14.38.graphml,26,10,33,0.3793103448275862,2.6,3.6666666666666665
53,Rome-Lib/graficon14nodi/grafo1039.14,27,6,34,0.2328767123287671,4.5,6.8
54,Rome-Lib/graficon17nodi/grafo723.17,21,7,24,0.3157894736842105,3.0,4.0
55,Rome-Lib/graficon15nodi/grafo2169.15,24,5,30,0.24390243902439024,4.8,7.5
56,Rome-Lib/graficon15nodi/grafo2903.15,20,5,21,0.29577464788732394,4.0,5.25
57,Rome-Lib/graficon15nodi/grafo2225.15,23,9,26,0.37681159420289856,2.5555555555555554,3.25
58,Rome-Lib/graficon16nodi/grafo2467.16,25,7,28,0.2692307692307692,3.5714285714285716,4.666666666666667
59,Rome-Lib/graficon21nodi/grafo1049.21,29,9,30,0.30303030303030304,3.2222222222222223,3.75
60,Rome-Lib/graficon13nodi/grafo443.13,20,5,22,0.29333333333333333,4.0,5.5
61,Rome-Lib/graficon14nodi/grafo1662.14,24,6,30,0.2912621359223301,4.0,6.0
62,Rome-Lib/graficon25nodi/grafo1203.25,29,8,32,0.3106796116504854,3.625,4.571428571428571
63,Rome-Lib/graficon15nodi/grafo2928.15,22,8,24,0.32432432432432434,2.75,3.4285714285714284
64,Rome-Lib/graficon11nodi/grafo2136.11,25,8,31,0.34444444444444444,3.125,4.428571428571429
65,Rome-Lib/graficon18nodi/grafo1864.18,22,6,22,0.3188405797101449,3.6666666666666665,4.4
66,Rome-Lib/graficon15nodi/grafo2219.15,25,5,29,0.23015873015873015,5.0,7.25
67,Rome-Lib/graficon17nodi/grafo1046.17,29,6,34,0.2111801242236025,4.833333333333333,6.8
68,Rome-Lib/graficon11nodi/grafo1822.11,24,5,30,0.26785714285714285,4.8,7.5
69,north/g.19.12.graphml,23,6,26,0.325,3.8333333333333335,5.2
70,north/g.10.79.graphml,26,8,33,0.3333333333333333,3.25,4.714285714285714
71,Rome-Lib/graficon25nodi/grafo2977.25,29,9,32,0.3137254901960784,3.2222222222222223,4.0
72,Rome-Lib/graficon23nodi/grafo1892.23,29,11,30,0.32967032967032966,2.6363636363636362,3.0
73,north/g.18.0.graphml,22,5,25,0.22727272727272727,4.4,6.25
74,Rome-Lib/graficon21nodi/grafo1762.21,25,4,29,0.19594594594594594,6.25,9.666666666666666
75,Rome-Lib/graficon20nodi/grafo2611.20,23,10,22,0.36666666666666664,2.3,2.4444444444444446
76,north/g.18.28.graphml,25,7,25,0.2403846153846154,3.5714285714285716,4.166666666666667
77,Rome-Lib/graficon13nodi/grafo388.13,20,6,23,0.32857142857142857,3.3333333333333335,4.6
78,Rome-Lib/graficon19nodi/grafo794.19,22,8,24,0.36923076923076925,2.75,3.4285714285714284
79,north/g.10.91.graphml,25,8,29,0.3258426966292135,3.125,4.142857142857143
80,Rome-Lib/graficon12nodi/grafo1750.12,26,6,32,0.26229508196721313,4.333333333333333,6.4
81,Rome-Lib/graficon20nodi/grafo3052.20,25,6,28,0.23140495867768596,4.166666666666667,5.6
82,Rome-Lib/graficon17nodi/grafo971.17,25,7,28,0.23728813559322035,3.5714285714285716,4.666666666666667
83,Rome-Lib/graficon15nodi/grafo2626.15,25,7,32,0.31683168316831684,3.5714285714285716,5.333333333333333
84,Rome-Lib/graficon16nodi/grafo754.16,24,6,29,0.2636363636363636,4.0,5.8
85,Rome-Lib/graficon23nodi/grafo188.23,27,9,28,0.28865979381443296,3.0,3.5
86,north/g.21.40.graphml,26,8,25,0.2777777777777778,3.25,3.5714285714285716
87,Rome-Lib/graficon20nodi/grafo875.20,29,10,30,0.3488372093023256,2.9,3.3333333333333335
88,Rome-Lib/graficon15nodi/grafo2574.15,25,8,28,0.3181818181818182,3.125,4.0
89,Rome-Lib/graficon15nodi/grafo2264.15,24,8,26,0.35135135135135137,3.0,3.7142857142857144
90,Rome-Lib/graficon18nodi/grafo599.18,20,9,20,0.4166666666666667,2.2222222222222223,2.5
91,Rome-Lib/graficon18nodi/grafo2553.18,20,6,21,0.3,3.3333333333333335,4.2
92,Rome-Lib/graficon17nodi/grafo2245.17,24,6,26,0.2549019607843137,4.0,5.2
93,Rome-Lib/graficon17nodi/grafo293.17,23,5,26,0.22033898305084745,4.6,6.5
94,north/g.13.96.graphml,20,12,22,0.6285714285714286,1.6666666666666667,2.0
95,north/g.27.11.graphml,27,2,26,1.0,13.5,26.0
96,north/g.22.27.graphml,23,6,22,0.26506024096385544,3.8333333333333335,4.4
97,Rome-Lib/graficon15nodi/grafo1695.15,20,8,22,0.3793103448275862,2.5,3.142857142857143
98,Rome-Lib/graficon26nodi/grafo1397.26,29,6,30,0.189873417721519,4.833333333333333,6.0
99,Rome-Lib/graficon25nodi/grafo2060.25,28,8,29,0.26605504587155965,3.5,4.142857142857143
100,Rome-Lib/graficon25nodi/grafo2201.25,32,6,36,0.19047619047619047,5.333333333333333,7.2
101,Rome-Lib/graficon20nodi/grafo1764.20,37,9,42,0.2545454545454545,4.111111111111111,5.25
102,Rome-Lib/graficon15nodi/grafo295.15,33,8,39,0.2549019607843137,4.125,5.571428571428571
103,Rome-Lib/graficon21nodi/grafo1863.21,35,6,40,0.19607843137254902,5.833333333333333,8.0
104,Rome-Lib/graficon15nodi/grafo2414.15,30,6,37,0.22023809523809523,5.0,7.4
105,Rome-Lib/graficon20nodi/grafo873.20,31,6,36,0.19889502762430938,5.166666666666667,7.2
106,Rome-Lib/graficon19nodi/grafo1011.19,36,8,41,0.23163841807909605,4.5,5.857142857142857
107,Rome-Lib/graficon25nodi/grafo2837.25,32,8,34,0.2361111111111111,4.0,4.857142857142857
108,Rome-Lib/graficon20nodi/grafo1673.20,32,11,34,0.32075471698113206,2.909090909090909,3.4
109,Rome-Lib/graficon20nodi/grafo1733.20,30,5,34,0.17989417989417988,6.0,8.5
110,north/g.14.27.graphml,37,8,47,0.22596153846153846,4.625,6.714285714285714
111,north/g.23.100.graphml,34,9,42,0.25766871165644173,3.7777777777777777,5.25
112,Rome-Lib/graficon25nodi/grafo1338.25,34,6,35,0.18716577540106952,5.666666666666667,7.0
113,Rome-Lib/graficon21nodi/grafo2814.21,32,12,35,0.40229885057471265,2.6666666666666665,3.1818181818181817
114,Rome-Lib/graficon20nodi/grafo121.20,34,8,38,0.2375,4.25,5.428571428571429
115,Rome-Lib/graficon26nodi/grafo2992.26,34,7,36,0.18848167539267016,4.857142857142857,6.0
116,north/g.30.20.graphml,38,13,45,0.34615384615384615,2.923076923076923,3.75
117,Rome-Lib/graficon24nodi/grafo2185.24,32,8,36,0.21052631578947367,4.0,5.142857142857143
118,north/g.28.9.graphml,35,10,34,0.272,3.5,3.7777777777777777
119,Rome-Lib/graficon21nodi/grafo1645.21,30,7,32,0.21476510067114093,4.285714285714286,5.333333333333333
120,north/g.13.78.graphml,30,9,33,0.3,3.3333333333333335,4.125
121,Rome-Lib/graficon28nodi/grafo1646.28,37,10,42,0.2896551724137931,3.7,4.666666666666667
122,north/g.22.66.graphml,31,8,34,0.22666666666666666,3.875,4.857142857142857
123,Rome-Lib/graficon21nodi/grafo2637.21,39,11,42,0.3157894736842105,3.5454545454545454,4.2
124,Rome-Lib/graficon26nodi/grafo2696.26,32,6,38,0.17592592592592593,5.333333333333333,7.6
125,Rome-Lib/graficon25nodi/grafo1959.25,39,11,44,0.2037037037037037,3.5454545454545454,4.4
126,north/g.21.9.graphml,39,15,43,0.3161764705882353,2.6,3.0714285714285716
127,Rome-Lib/graficon21nodi/grafo1896.21,31,10,35,0.3017241379310345,3.1,3.888888888888889
128,Rome-Lib/graficon26nodi/grafo1230.26,30,7,33,0.2357142857142857,4.285714285714286,5.5
129,Rome-Lib/graficon25nodi/grafo2140.25,32,12,35,0.3977272727272727,2.6666666666666665,3.1818181818181817
130,Rome-Lib/graficon25nodi/grafo1594.25,35,8,36,0.21301775147928995,4.375,5.142857142857143
131,Rome-Lib/graficon27nodi/grafo620.27,31,10,31,0.2818181818181818,3.1,3.4444444444444446
132,Rome-Lib/graficon15nodi/grafo187.15,32,9,35,0.30434782608695654,3.5555555555555554,4.375
133,Rome-Lib/graficon24nodi/grafo2508.24,38,11,40,0.30303030303030304,3.4545454545454546,4.0
134,Rome-Lib/graficon20nodi/grafo251.20,36,8,39,0.2074468085106383,4.5,5.571428571428571
135,Rome-Lib/graficon23nodi/grafo2364.23,30,8,33,0.2920353982300885,3.75,4.714285714285714
136,Rome-Lib/graficon26nodi/grafo1269.26,31,7,33,0.1853932584269663,4.428571428571429,5.5
137,north/g.30.23.graphml,36,11,43,0.3359375,3.272727272727273,4.3
138,Rome-Lib/graficon24nodi/grafo872.24,37,9,41,0.22404371584699453,4.111111111111111,5.125
139,north/g.23.75.graphml,31,7,34,0.2,4.428571428571429,5.666666666666667
140,Rome-Lib/graficon23nodi/grafo2200.23,38,8,44,0.19383259911894274,4.75,6.285714285714286
141,Rome-Lib/graficon28nodi/grafo1194.28,33,8,35,0.23648648648648649,4.125,5.0
142,Rome-Lib/graficon33nodi/grafo9903.33,39,8,48,0.22857142857142856,4.875,6.857142857142857
143,Rome-Lib/graficon24nodi/grafo2517.24,36,9,40,0.24539877300613497,4.0,5.0
144,Rome-Lib/graficon25nodi/grafo2937.25,36,9,39,0.1902439024390244,4.0,4.875
145,north/g.20.37.graphml,30,9,29,0.27884615384615385,3.3333333333333335,3.625
146,Rome-Lib/graficon19nodi/grafo2113.19,39,8,45,0.20089285714285715,4.875,6.428571428571429
147,Rome-Lib/graficon25nodi/grafo3078.25,34,8,40,0.22346368715083798,4.25,5.714285714285714
148,Rome-Lib/graficon23nodi/grafo2739.23,31,7,36,0.21686746987951808,4.428571428571429,6.0
149,Rome-Lib/graficon29nodi/grafo1385.29,38,5,45,0.14469453376205788,7.6,11.25
150,Rome-Lib/graficon38nodi/grafo5314.38,43,10,48,0.17328519855595667,4.3,5.333333333333333
151,north/g.25.46.graphml,41,8,44,0.20952380952380953,5.125,6.285714285714286
152,Rome-Lib/graficon22nodi/grafo2524.22,40,9,43,0.19545454545454546,4.444444444444445,5.375
153,north/g.28.5.graphml,42,7,48,0.16783216783216784,6.0,8.0
154,north/g.31.4.graphml,46,7,53,0.1815068493150685,6.571428571428571,8.833333333333334
155,Rome-Lib/graficon26nodi/grafo2981.26,45,7,55,0.16923076923076924,6.428571428571429,9.166666666666666
156,Rome-Lib/graficon28nodi/grafo1600.28,49,9,58,0.1657142857142857,5.444444444444445,7.25
157,north/g.32.5.graphml,40,32,45,0.8823529411764706,1.25,1.4516129032258065
158,Rome-Lib/graficon18nodi/grafo449.18,45,10,52,0.24186046511627907,4.5,5.777777777777778
159,Rome-Lib/graficon28nodi/grafo1399.28,41,7,45,0.1541095890410959,5.857142857142857,7.5
160,Rome-Lib/graficon32nodi/grafo5244.32,42,11,48,0.24615384615384617,3.8181818181818183,4.8
161,Rome-Lib/graficon27nodi/grafo1320.27,49,7,59,0.1388235294117647,7.0,9.833333333333334
162,Rome-Lib/graficon34nodi/grafo2363.34,48,9,53,0.17207792207792208,5.333333333333333,6.625
163,Rome-Lib/graficon30nodi/grafo1322.30,46,6,53,0.12354312354312354,7.666666666666667,10.6
164,north/g.43.24.graphml,43,5,42,0.14285714285714285,8.6,10.5
165,Rome-Lib/graficon33nodi/grafo5994.33,42,8,45,0.19480519480519481,5.25,6.428571428571429
166,Rome-Lib/graficon29nodi/grafo1209.29,40,9,43,0.18859649122807018,4.444444444444445,5.375
167,Rome-Lib/graficon21nodi/grafo2361.21,41,9,48,0.20600858369098712,4.555555555555555,6.0
168,north/g.35.24.graphml,42,9,43,0.26380368098159507,4.666666666666667,5.375
169,Rome-Lib/graficon27nodi/grafo2840.27,45,8,52,0.15950920245398773,5.625,7.428571428571429
170,Rome-Lib/graficon40nodi/grafo3893.40,49,11,53,0.20463320463320464,4.454545454545454,5.3
171,north/g.23.1.graphml,41,7,48,0.19047619047619047,5.857142857142857,8.0
172,Rome-Lib/graficon28nodi/grafo1239.28,43,10,46,0.22885572139303484,4.3,5.111111111111111
173,Rome-Lib/graficon33nodi/grafo1436.33,47,8,53,0.16109422492401215,5.875,7.571428571428571
174,Rome-Lib/graficon34nodi/grafo11544.34,43,16,43,0.3739130434782609,2.6875,2.8666666666666667
175,Rome-Lib/graficon38nodi/grafo3828.38,46,7,48,0.13445378151260504,6.571428571428571,8.0
176,north/g.40.0.graphml,40,3,39,0.19117647058823528,13.333333333333334,19.5
177,Rome-Lib/graficon34nodi/grafo11542.34,42,7,52,0.17687074829931973,6.0,8.666666666666666
178,Rome-Lib/graficon23nodi/grafo2712.23,40,9,47,0.2079646017699115,4.444444444444445,5.875
179,Rome-Lib/graficon22nodi/grafo1503.22,44,10,48,0.22748815165876776,4.4,5.333333333333333
180,Rome-Lib/graficon32nodi/grafo1379.32,48,8,55,0.15714285714285714,6.0,7.857142857142857
181,Rome-Lib/graficon33nodi/grafo1329.33,46,8,52,0.15339233038348082,5.75,7.428571428571429
182,north/g.31.34.graphml,48,14,60,0.2912621359223301,3.4285714285714284,4.615384615384615
183,Rome-Lib/graficon25nodi/grafo2323.25,43,11,48,0.26519337016574585,3.909090909090909,4.8
184,north/g.28.16.graphml,45,13,50,0.25773195876288657,3.4615384615384617,4.166666666666667
185,Rome-Lib/graficon22nodi/grafo2193.22,45,6,53,0.14324324324324325,7.5,10.6
186,Rome-Lib/graficon31nodi/grafo1301.31,47,8,56,0.1509433962264151,5.875,8.0
187,Rome-Lib/graficon29nodi/grafo1352.29,40,9,45,0.24193548387096775,4.444444444444445,5.625
188,Rome-Lib/graficon32nodi/grafo1226.32,43,8,45,0.1939655172413793,5.375,6.428571428571429
189,Rome-Lib/graficon34nodi/grafo11570.34,45,9,48,0.183206106870229,5.0,6.0
190,Rome-Lib/graficon23nodi/grafo2789.23,49,10,55,0.2140077821011673,4.9,6.111111111111111
191,Rome-Lib/graficon27nodi/grafo1199.27,40,13,43,0.344,3.076923076923077,3.5833333333333335
192,Rome-Lib/graficon24nodi/grafo1505.24,43,12,47,0.2596685082872928,3.5833333333333335,4.2727272727272725
193,Rome-Lib/graficon23nodi/grafo1444.23,43,9,45,0.22959183673469388,4.777777777777778,5.625
194,Rome-Lib/graficon39nodi/grafo672.39,46,10,47,0.18359375,4.6,5.222222222222222
195,Rome-Lib/graficon28nodi/grafo1817.28,49,11,55,0.2099236641221374,4.454545454545454,5.5
196,Rome-Lib/graficon35nodi/grafo3847.35,45,9,48,0.21524663677130046,5.0,6.0
197,Rome-Lib/graficon33nodi/grafo2962.33,40,7,45,0.1541095890410959,5.714285714285714,7.5
198,Rome-Lib/graficon23nodi/grafo2724.23,46,8,52,0.14285714285714285,5.75,7.428571428571429
199,Rome-Lib/graficon32nodi/grafo10026.32,46,11,52,0.22317596566523606,4.181818181818182,5.2
200,Rome-Lib/graficon23nodi/grafo1974.23,54,10,58,0.18770226537216828,5.4,6.444444444444445
201,north/g.35.26.graphml,53,10,62,0.18960244648318042,5.3,6.888888888888889
202,Rome-Lib/graficon38nodi/grafo9886.38,53,10,58,0.18125,5.3,6.444444444444445
203,Rome-Lib/graficon39nodi/grafo6808.39,51,8,57,0.14004914004914004,6.375,8.142857142857142
204,Rome-Lib/graficon32nodi/grafo3012.32,54,7,60,0.12371134020618557,7.714285714285714,10.0
205,Rome-Lib/graficon40nodi/grafo3874.40,50,8,56,0.12933025404157045,6.25,8.0
206,Rome-Lib/graficon35nodi/grafo11171.35,59,11,64,0.19047619047619047,5.363636363636363,6.4
207,north/g.12.126.graphml,57,12,65,0.1906158357771261,4.75,5.909090909090909
208,Rome-Lib/graficon35nodi/grafo2004.35,52,10,57,0.1893687707641196,5.2,6.333333333333333
209,north/g.22.62.graphml,52,7,76,0.158004158004158,7.428571428571429,12.666666666666666
210,north/g.52.4.graphml,58,8,59,0.1891025641025641,7.25,8.428571428571429
211,Rome-Lib/graficon40nodi/grafo4019.40,54,9,60,0.14388489208633093,6.0,7.5
212,Rome-Lib/graficon37nodi/grafo6356.37,50,8,56,0.14249363867684478,6.25,8.0
213,Rome-Lib/graficon33nodi/grafo9951.33,50,10,54,0.19636363636363635,5.0,6.0
214,Rome-Lib/graficon28nodi/grafo243.28,57,11,62,0.19254658385093168,5.181818181818182,6.2
215,Rome-Lib/graficon35nodi/grafo11415.35,52,8,60,0.16260162601626016,6.5,8.571428571428571
216,Rome-Lib/graficon35nodi/grafo3045.35,58,9,65,0.1294820717131474,6.444444444444445,8.125
217,Rome-Lib/graficon34nodi/grafo10233.34,54,10,59,0.13849765258215962,5.4,6.555555555555555
218,Rome-Lib/graficon34nodi/grafo9882.34,50,9,55,0.17133956386292834,5.555555555555555,6.875
219,Rome-Lib/graficon42nodi/grafo3738.42,56,13,61,0.21708185053380782,4.3076923076923075,5.083333333333333
220,Rome-Lib/graficon39nodi/grafo6752.39,59,8,71,0.12241379310344827,7.375,10.142857142857142
221,Rome-Lib/graficon34nodi/grafo5498.34,54,9,61,0.15326633165829145,6.0,7.625
222,Rome-Lib/graficon22nodi/grafo1819.22,50,8,65,0.15081206496519722,6.25,9.285714285714286
223,Rome-Lib/graficon36nodi/grafo11598.36,53,9,63,0.14928909952606634,5.888888888888889,7.875
224,Rome-Lib/graficon40nodi/grafo6861.40,58,9,65,0.120817843866171,6.444444444444445,8.125
225,Rome-Lib/graficon35nodi/grafo11464.35,56,8,68,0.12639405204460966,7.0,9.714285714285714
226,Rome-Lib/graficon34nodi/grafo5802.34,59,9,66,0.13580246913580246,6.555555555555555,8.25
227,Rome-Lib/graficon38nodi/grafo2543.38,53,10,57,0.15616438356164383,5.3,6.333333333333333
228,Rome-Lib/graficon34nodi/grafo9883.34,56,9,64,0.16080402010050251,6.222222222222222,8.0
229,Rome-Lib/graficon37nodi/grafo11515.37,57,8,66,0.14132762312633834,7.125,9.428571428571429
230,Rome-Lib/graficon32nodi/grafo10185.32,56,12,62,0.2080536912751678,4.666666666666667,5.636363636363637
231,Rome-Lib/graficon32nodi/grafo1784.32,52,13,56,0.26046511627906976,4.0,4.666666666666667
232,Rome-Lib/graficon34nodi/grafo2102.34,55,8,62,0.13716814159292035,6.875,8.857142857142858
233,Rome-Lib/graficon32nodi/grafo11202.32,55,11,61,0.19365079365079366,5.0,6.1
234,Rome-Lib/graficon30nodi/grafo186.30,54,11,59,0.19032258064516128,4.909090909090909,5.9
235,Rome-Lib/graficon37nodi/grafo6340.37,59,12,66,0.16793893129770993,4.916666666666667,6.0
236,Rome-Lib/graficon26nodi/grafo1759.26,50,8,60,0.1431980906921241,6.25,8.571428571428571
237,Rome-Lib/graficon39nodi/grafo5122.39,59,8,71,0.12305025996533796,7.375,10.142857142857142
238,Rome-Lib/graficon36nodi/grafo11539.36,55,12,61,0.1882716049382716,4.583333333333333,5.545454545454546
239,Rome-Lib/graficon36nodi/grafo2822.36,58,9,65,0.13457556935817805,6.444444444444445,8.125
240,Rome-Lib/graficon43nodi/grafo7229.43,58,12,64,0.1553398058252427,4.833333333333333,5.818181818181818
241,Rome-Lib/graficon37nodi/grafo7233.37,51,8,63,0.1575,6.375,9.0
242,Rome-Lib/graficon39nodi/grafo2836.39,52,9,57,0.1383495145631068,5.777777777777778,7.125
243,Rome-Lib/graficon37nodi/grafo5301.37,58,9,65,0.13800424628450106,6.444444444444445,8.125
244,Rome-Lib/graficon39nodi/grafo7699.39,57,9,68,0.15632183908045977,6.333333333333333,8.5
245,north/g.58.7.graphml,58,5,57,0.12127659574468085,11.6,14.25
246,Rome-Lib/graficon35nodi/grafo11654.35,55,8,66,0.12840466926070038,6.875,9.428571428571429
247,Rome-Lib/graficon34nodi/grafo5321.34,54,12,61,0.20748299319727892,4.5,5.545454545454546
248,Rome-Lib/graficon35nodi/grafo5613.35,57,10,68,0.14655172413793102,5.7,7.555555555555555
249,Rome-Lib/graficon31nodi/grafo1989.31,54,10,56,0.18241042345276873,5.4,6.222222222222222
250,Rome-Lib/graficon36nodi/grafo6006.36,62,10,70,0.14553014553014554,6.2,7.777777777777778
251,Rome-Lib/graficon34nodi/grafo5947.34,63,10,73,0.14038461538461539,6.3,8.11111111111111
252,Rome-Lib/graficon37nodi/grafo7243.37,63,9,72,0.140625,7.0,9.0
253,Rome-Lib/graficon44nodi/grafo5932.44,66,10,76,0.14931237721021612,6.6,8.444444444444445
254,Rome-Lib/graficon27nodi/grafo2915.27,62,10,72,0.16901408450704225,6.2,8.0
255,Rome-Lib/graficon37nodi/grafo2398.37,64,11,74,0.13988657844990549,5.818181818181818,7.4
256,Rome-Lib/graficon40nodi/grafo7269.40,66,8,75,0.10948905109489052,8.25,10.714285714285714
257,Rome-Lib/graficon39nodi/grafo10844.39,66,10,76,0.15169660678642716,6.6,8.444444444444445
258,Rome-Lib/graficon35nodi/grafo3347.35,69,10,82,0.119533527696793,6.9,9.11111111111111
259,Rome-Lib/graficon39nodi/grafo7267.39,66,13,76,0.1919191919191919,5.076923076923077,6.333333333333333
260,Rome-Lib/graficon41nodi/grafo6853.41,61,8,70,0.14314928425357873,7.625,10.0
261,north/g.33.0.graphml,66,7,81,0.12461538461538461,9.428571428571429,13.5
262,Rome-Lib/graficon37nodi/grafo5891.37,62,11,68,0.163855421686747,5.636363636363637,6.8
263,Rome-Lib/graficon37nodi/grafo11541.37,65,9,75,0.13157894736842105,7.222222222222222,9.375
264,Rome-Lib/graficon36nodi/grafo11385.36,64,8,76,0.12277867528271405,8.0,10.857142857142858
265,north/g.30.1.graphml,69,9,84,0.12612612612612611,7.666666666666667,10.5
266,Rome-Lib/graficon21nodi/grafo2831.21,61,9,73,0.14202334630350194,6.777777777777778,9.125
267,north/g.64.18.graphml,64,7,192,0.24242424242424243,9.142857142857142,32.0
268,Rome-Lib/graficon42nodi/grafo7212.42,68,12,79,0.17516629711751663,5.666666666666667,7.181818181818182
269,Rome-Lib/graficon40nodi/grafo3987.40,68,10,84,0.13354531001589826,6.8,9.333333333333334
270,Rome-Lib/graficon44nodi/grafo1219.44,66,14,70,0.18617021276595744,4.714285714285714,5.384615384615385
271,Rome-Lib/graficon37nodi/grafo3320.37,62,11,70,0.16786570743405277,5.636363636363637,7.0
272,Rome-Lib/graficon37nodi/grafo3395.37,69,7,83,0.11416781292984869,9.857142857142858,13.833333333333334
273,Rome-Lib/graficon33nodi/grafo11527.33,62,11,69,0.16546762589928057,5.636363636363637,6.9
274,Rome-Lib/graficon33nodi/grafo10454.33,61,10,69,0.15681818181818183,6.1,7.666666666666667
275,Rome-Lib/graficon38nodi/grafo5952.38,60,7,70,0.12027491408934708,8.571428571428571,11.666666666666666
276,Rome-Lib/graficon43nodi/grafo3809.43,64,9,69,0.12410071942446044,7.111111111111111,8.625
277,Rome-Lib/graficon35nodi/grafo5448.35,64,12,73,0.17298578199052134,5.333333333333333,6.636363636363637
278,north/g.32.14.graphml,62,9,74,0.15071283095723015,6.888888888888889,9.25
